"IDIngredienteReceta";"IDReceta";"IDIngrediente";"Cantidad";"IDUnidad";"Observación"
2643;324;41;4,00;18;
2644;324;285;2,00;7;
2645;324;369;1,00;16;
2646;325;94;0,50;31;
2647;325;25;1,00;10;
2648;325;28;0,50;7;"Exprimido"
2649;325;148;400,00;3;"Rallado"
2650;325;158;200,00;3;"Rallado"
2651;325;159;1,00;24;
2652;325;15;1,00;1;
2653;325;67;1,00;5;
2654;325;89;1,00;4;"En cubitos, con corteza, del día anterior"
2655;325;94;750,00;22;
2656;326;97;2,00;7;"Enteras, deshuesadas o 4 mitades"
2657;326;1;1,00;11;
2658;326;109;1,00;11;
2659;326;7;1,00;8;
2660;326;11;0,25;6;
2661;326;4;1,00;8;
2662;326;94;0,50;6;
2663;326;11;3,00;2;"Para la salsa"
2664;326;204;0,50;6;"Para la salsa, picadito"
2665;326;366;0,75;6;"Para la salsa, cortadas al medio"
2666;326;7;4,00;2;"Para la salsa"
2667;326;179;1,00;6;"Para la salsa, caliente."
2668;326;262;0,25;6;"Para la salsa, picadito"
2669;326;366;1,00;8;"Para decorar"
2670;326;262;1,00;8;"Para decorar"
2671;327;131;12,00;7;
2673;327;370;12,00;7;
2674;327;11;2,00;2;
2675;327;15;2,00;2;
2676;327;371;2,00;13;
2678;327;372;2,00;2;
2679;327;38;2,00;2;
2680;327;25;2,00;7;
2682;327;373;6,00;7;
2683;328;293;6,00;2;
2684;328;35;6,00;2;"Leche"
2685;328;151;6,00;2;"Picadas finamente"
2686;328;11;4,00;2;"Blanda, a temp. Ambiente"
2687;328;94;4,00;2;"Jerez"
2688;328;14;2,00;7;
2689;328;1;1,00;11;
2690;328;109;1,00;11;
2691;329;35;200,00;3;"Bien fría"
2692;329;91;4,00;2;
2693;329;69;2,00;2;"Dulce"
2694;329;56;3,00;13;
2696;330;7;300,00;3;
2697;330;55;25,00;3;
2698;330;12;1,00;31;"Tibia"
2699;330;1;1,00;1;
2700;330;10;1,00;7;"Batido"
2701;330;4;1,00;2;
2702;330;35;250,00;3;"Espesa. Relleno"
2703;330;7;1,00;8;"Para espolvorear"
2704;330;3;1,00;8;"Para untar el molde"
2705;330;61;4,00;7;"Maduros, firmes, en rodajas finas. Relleno"
2706;330;10;2,00;7;"Relleno"
2707;330;84;3,00;2;"Picada. Relleno"
2708;330;144;12,00;7;"Sin carozo. Relleno"
2709;330;1;1,00;11;"Relleno"
2710;330;109;1,00;11;"Relleno"
2711;331;60;1,00;7;"A la piedra"
2712;331;356;1,00;6;
2713;331;256;200,00;3;"En fetas"
2714;331;133;1,00;6;
2715;331;116;100,00;3;"En fetas. Opcional"
2716;331;107;2,00;2;"Picado fino"
2717;331;25;2,00;10;"Picado fino"
2718;331;4;1,00;8;"Para untar y rociar"
2719;331;1;1,00;11;
2720;331;109;1,00;11;
2721;331;7;1,00;11;"Para espolvorear"
2722;330;167;1,00;7;"Decoración"
2723;330;84;6,00;20;"Decoración"
2725;332;375;1,00;7;
2726;332;66;1,00;16;"Duraznos"
2727;332;35;200,00;3;
2728;332;91;3,00;2;
2729;332;159;1,00;2;"Oporto"
2730;332;287;1,00;8;"En rama, para decorar"
2731;333;376;3,00;2;
2732;333;71;1,00;7;
2733;333;150;1,00;1;
2735;333;377;12,00;7;"Peladas, en mitades."
2736;333;196;1,00;6;"Marsala"
2737;334;198;200,00;3;"Negro"
2738;334;53;125,00;3;"Fileteadas"
2739;334;18;125,00;3;
2740;334;35;75,00;3;
2741;334;11;1,00;8;"Para untar"
2742;335;190;100,00;3;"Rallado o troceado fino"
2743;335;21;200,00;9;
2744;335;11;1,00;2;
2745;336;99;500,00;3;"En rodajas"
2746;336;11;50,00;3;
2747;336;1;1,00;11;
2748;336;109;1,00;11;
2749;336;224;1,00;1;
2750;336;23;150,00;3;"Rallado fino"
2751;336;35;0,25;15;
2752;336;378;4,00;18;"Descortezado"
2753;337;97;1,50;4;"Cortadas en cubos. Patas"
2754;337;212;3,00;2;"Aceite"
2755;337;379;3,00;2;"Manteca"
2756;337;207;6,00;7;
2757;337;1;1,00;11;
2758;337;109;1,00;11;
2759;337;43;1,00;1;"De unos 5 cm"
2760;337;262;1,00;2;"En semillas"
2761;337;77;1,00;6;
2762;337;170;0,50;1;"Molido"
2763;337;264;1,00;1;
2764;337;53;3,00;2;"Sin piel, troceadas"
2765;337;171;3,00;2;"Sin semillas"
2766;338;7;0,50;6;
2767;338;43;1,00;1;
2768;338;97;4,00;7;"En filetes"
2769;338;4;2,00;2;
2770;338;11;20,00;3;
2771;338;99;1,00;7;"Pequeña, en rodajas finas"
2772;338;65;2,00;2;
2773;338;79;2,00;1;
2774;338;229;2,00;1;
2775;338;254;0,25;6;
2776;338;179;1,00;6;
2778;338;380;1,00;2;"Crema de leche"
2779;338;171;0,30;6;
2780;338;53;2,00;2;"Tostadas, fileteadas (opcional)"
2782;339;381;3,00;6;
2783;339;11;1,50;2;"Clarificada. Aceite"
2784;339;1;1,00;1;
2785;339;12;0,75;6;"Tibia"
2786;340;13;1,00;6;
2787;340;18;2,00;6;
2788;340;15;1,00;1;"Hasta 7 claras"
2789;340;11;1,00;8;"Para la placa"
2790;340;7;1,00;8;"Para espolvorear"
2791;340;18;1,00;8;"Para espolvorear"
2792;341;18;2,00;6;
2793;341;7;0,50;6;
2794;341;65;0,50;6;
2795;341;10;4,00;7;"Batidos"
2796;341;11;1,00;6;"Derretida"
2797;341;56;2,00;1;
2798;341;191;1,00;6;"Picadas"
2799;342;56;1,00;1;
2800;342;1;1,00;5;
2802;342;382;1,00;6;
2803;342;11;80,00;3;
2804;342;72;50,00;3;
2805;342;105;400,00;3;
2806;342;287;500,00;3;"Semiamargo"
2807;343;11;100,00;3;
2808;343;14;3,00;7;
2809;343;383;50,00;3;
2811;343;384;50,00;3;
2812;343;287;200,00;3;"Blanco"
2813;343;72;150,00;3;
2814;343;105;1,00;16;
2815;343;297;50,00;3;
2816;343;287;50,00;3;"Negro en chispas"
2817;344;211;1,00;4;"Paleta. En 4 trozos"
2818;344;18;4,00;1;
2819;344;1;1,00;1;
2820;344;117;1,00;2;
2821;344;38;1,00;2;
2822;344;179;3,00;2;"Bien concentrado. O de carne"
2824;345;385;1,00;7;"De 5-7 Kg, Abierto al medio"
2825;345;3;1,00;6;
2826;345;28;8,00;7;"Grandes exprimidos"
2827;345;5;4,00;2;
2828;345;62;1,00;2;
2829;345;268;8,00;25;"Fresco"
2830;345;25;6,00;10;
2831;345;224;0,50;2;"Fresco o seco"
2832;345;1;0,50;2;
2834;346;186;1,00;4;"Enteros"
2835;346;4;6,00;2;
2836;346;25;2,00;10;"Grandes, machacados"
2837;346;99;1,00;7;"Picada fina"
2838;346;153;1,00;7;"Picada fina, pequeña."
2839;346;107;1,00;2;
2840;346;84;4,00;20;"Picada fina"
2841;346;1;1,00;11;
2842;346;109;1,00;11;
2843;348;57;1,00;2;
2844;348;210;300,00;3;
2845;348;99;1,00;7;"Picada"
2846;348;153;1,00;7;"En rodajas finas"
2847;348;25;1,00;10;"Picado"
2848;348;230;0,50;6;
2849;348;219;200,00;3;
2850;348;94;0,50;31;"Seco"
2851;348;1;1,00;11;
2852;348;109;1,00;11;
2853;349;112;1,00;7;"Grande, lavado y secado"
2854;349;255;50,00;3;"En cubitos"
2855;349;99;2,00;7;"Medianas, picadas grueso"
2856;349;153;3,00;7;"Picadas grueso"
2857;349;169;3,00;7;"Picadas grueso"
2858;349;25;1,00;10;
2859;349;128;3,00;2;
2860;349;254;1,00;15;
2861;349;133;200,00;3;"Fescos, en tajadas"
2862;349;238;1,00;25;
2863;349;11;1,00;2;
2864;349;1;1,00;11;
2865;349;2;1,00;11;
2866;349;7;1,00;2;
2867;350;7;500,00;3;
2868;350;10;2,00;7;
2869;350;14;1,00;7;
2870;350;1;1,00;1;
2871;350;2;1,00;1;
2872;350;386;1,00;2;
2873;350;12;1,00;2;"Tibia"
2874;350;7;1,00;8;"Para espolvorear"
2875;350;3;2,00;2;
2876;350;249;250,00;3;"Para relleno"
2877;350;234;3,00;7;"Para relleno, picados fino"
2878;350;11;1,00;2;"Para relleno"
2879;350;54;3,00;2;"Para relleno"
2880;350;10;1,00;7;"Para relleno"
2881;350;14;1,00;7;"Para relleno"
2882;351;18;3,00;6;
2883;351;105;1,00;6;
2885;351;387;2,00;2;
2886;351;70;1,00;7;"La cáscara"
2887;351;191;2,00;6;
2888;352;3;4,00;2;
2889;352;18;0,50;1;
2890;352;179;0,50;6;
2891;352;99;2,00;7;
2892;352;140;0,50;6;
2893;352;133;200,00;3;
2894;352;35;3,00;2;
2895;352;7;1,50;2;
2896;352;343;1,00;5;
2897;352;112;1,00;7;
2898;352;219;0,50;6;
2899;352;1;1,00;11;
2900;352;109;1,00;11;
2901;353;3;3,00;2;
2902;353;44;1,00;6;
2903;353;180;1,00;28;
2904;353;231;2,00;6;
2905;353;99;1,00;7;
2906;353;107;1,00;8;"Para decorar"
2907;353;162;1,00;11;
2908;354;18;5,00;2;
2909;354;21;4,00;31;
2910;354;190;2,00;35;"Troceadas"
2911;354;10;3,00;7;
2912;354;11;4,00;1;
2913;354;56;3,00;13;
2914;355;21;0,50;15;
2915;355;14;2,00;7;
2916;355;70;4,00;7;"Medianas, exprimidas"
2917;355;18;4,00;2;
2918;355;68;8,00;34;
2919;356;241;4,00;34;
2920;356;21;1,00;31;
2921;356;35;0,25;31;
2922;356;18;0,25;31;
2924;357;389;3,00;34;
2925;357;130;6,00;7;
2926;357;21;0,75;31;
2927;357;35;0,25;31;
2928;357;18;0,25;31;
2929;358;342;1,00;7;"Cortada en mitad longitudinal"
2930;358;68;2,00;34;
2931;358;389;2,00;34;
2933;358;390;2,00;34;
2934;358;35;0,50;15;
2935;358;190;180,00;3;
2936;358;21;0,25;6;
2937;358;91;2,00;2;
2938;359;342;2,00;7;
2939;359;21;0,50;15;
2940;359;38;2,00;2;
2941;359;28;0,50;7;"Exprimido"
2942;359;68;4,00;34;
2943;359;43;1,00;11;
2944;360;18;1,50;6;
2945;360;391;2,00;6;"Miniaturas. Marshmallows??"
2946;360;105;1,00;16;
2947;360;11;0,25;6;
2948;360;287;400,00;3;"Semiamargo en trozos"
2949;360;56;1,00;1;
2950;360;191;300,00;3;
2951;361;11;7,00;2;
2952;361;287;0,75;6;"Amargo"
2953;361;18;2,00;6;
2954;361;56;1,50;1;
2955;361;10;1,00;7;
2956;361;13;5,00;7;
2957;361;7;1,00;6;
2958;361;191;2,00;2;"Picadas finas"
2959;363;99;500,00;3;"Roja, asíática, en rodajas delgadas"
2960;363;212;125,00;9;"O aceite común"
2961;364;153;0,50;7;"Picada fina"
2962;364;99;1,00;7;"Picada fina"
2963;364;163;0,50;7;"Picado fino"
2964;364;169;2,00;7;"El tallo, en tiras finas con la tijera"
2965;364;212;2,00;2;"Aceite de maíz"
2966;364;44;2,00;6;"Al estilo chino"
2967;364;216;50,00;3;"Las colas, en trocitos"
2968;364;112;50,00;3;"Sin piel, la carne, entrocitos."
2969;364;227;50,00;3;"En trocitos"
2970;364;213;1,00;2;
2971;364;1;1,00;11;
2972;364;109;1,00;11;
2973;365;44;1,00;6;
2974;108;7;2,00;2;
2976;366;392;1,00;4;
2977;366;35;250,00;3;
2978;366;79;4,00;2;
2979;366;1;1,00;5;
2980;366;109;1,00;11;
2981;366;11;1,00;8;"Para untar el recipiente"
2982;367;314;0,50;21;
2984;367;129;0,25;21;
2985;367;28;0,25;21;"Exprimido"
2986;367;281;4,00;30;
2987;181;133;375,00;3;"Grandes"
2988;181;82;150,00;3;"Fina"
2989;181;1;1,00;11;
2990;181;109;1,00;11;
2991;181;4;0,30;6;
2992;181;107;1,00;2;"Picado fino"
2993;118;27;800,00;3;"En bifes finos"
2994;118;99;1,00;7;"Mediana, picada fina."
2995;118;4;5,00;2;
2996;118;7;1,00;2;
2997;118;94;10,00;2;"Seco"
2998;118;230;10,00;2;
2999;118;1;1,00;11;
3000;118;109;1,00;11;
3001;118;107;2,00;2;"Picado fino"
3002;187;210;0,50;4;
3003;187;99;2,00;7;
3004;187;61;2,00;7;"Pelados"
3005;187;163;1,00;7;
3006;187;107;1,00;12;"Las hojas, picadas"
3007;187;110;1,00;7;"En cubitos pequeños"
3008;187;58;2,00;2;
3009;187;10;3,00;7;"Duros"
3010;187;201;18,00;7;
3011;187;171;100,00;3;"Negras"
3012;187;18;1,00;2;
3013;187;108;1,00;2;
3014;187;45;1,00;2;
3015;187;170;1,00;1;
3016;187;109;1,00;1;
3017;187;67;1,00;1;
3018;187;1;1,00;11;
3019;368;393;1,00;4;"De calidad, preferentemente de riñonada"
3020;368;12;1,00;6;
3021;368;1;0,50;1;
3022;369;130;500,00;3;
3023;369;105;100,00;3;
3024;369;28;0,50;7;"Exprimido"
3025;369;284;30,00;9;
3026;369;104;0,50;4;
3027;369;323;1,00;8;"Para decorar"
3028;370;130;0,50;4;
3029;370;18;150,00;3;
3030;370;196;1,00;31;
3031;370;70;1,00;31;"Exprimida"
3032;370;71;1,00;1;
3033;370;7;1,00;2;
3034;371;21;750,00;9;
3035;371;65;6,00;2;"O semidulce"
3036;371;20;4,00;24;
3037;371;68;0,50;4;"Crema americana, dulce de leche, chocolate"
3038;371;53;2,00;2;"Tostadas, fileteadas. Opcional. Nueces"
3039;371;297;4,00;7;"Opcional. O al Marraschino"
3040;372;22;2,00;2;
3041;372;105;0,50;6;
3042;372;28;0,50;6;"Exprimido"
3043;372;77;1,00;6;"Queso crema"
3044;372;28;6,00;18;"finas"
3045;372;80;2,00;7;
3046;372;43;1,00;11;
3047;373;133;400,00;3;
3048;373;212;1,00;2;
3049;373;11;2,00;2;
3050;373;335;4,00;7;"En cuartos"
3051;373;166;1,00;20;
3052;373;254;125,00;3;
3053;373;28;1,00;2;"Exprimido"
3054;373;260;1,00;2;"Fresco. Picado fino. O 1/2 de seco"
3055;373;262;2,00;2;"O perejil.Fresco. Picado fino"
3056;373;1;1,00;11;
3057;373;2;1,00;11;
3058;374;202;1,00;7;"Con 6 costillas"
3059;374;48;1,00;1;"Molido"
3060;374;262;1,00;1;"Molido"
3061;374;224;1,00;1;"Seco"
3062;374;1;1,00;5;
3063;374;99;1,00;7;"Pequeña, en cubos de 1 cm"
3064;374;153;1,00;7;"Mediana, en cubos de 1 cm"
3065;374;115;2,00;7;"La parte blanca, en cubos de 1 cm"
3066;374;151;3,00;25;"En cubos de 1 cm"
3067;374;12;250,00;9;
3069;374;394;1,00;2;"Fécula de maíz"
3071;375;395;500,00;3;"Besugo"
3072;375;1;1,00;11;
3073;375;221;1,00;11;"Chinas o Pimienta recién molida, a gusto"
3074;375;25;1,00;10;
3075;375;99;1,00;7;
3076;375;153;1,00;7;
3077;375;48;1,00;5;"1 cm"
3078;375;184;50,00;3;"Congeladas"
3079;375;117;3,00;2;
3080;375;46;2,00;2;"Jerez seco: 2 cdas."
3081;375;229;1,00;2;
3082;375;215;2,00;2;
3083;375;145;2,00;2;
3084;375;18;2,00;2;
3085;375;15;60,00;3;
3086;375;10;1,00;7;
3087;375;57;0,50;6;
3088;376;112;1,50;4;"Trozado, sin piel"
3089;376;41;1,00;16;
3090;376;11;2,00;2;
3091;376;15;1,50;2;
3092;376;38;0,25;6;
3093;376;28;2,00;2;"Exprimido"
3094;376;321;1,00;1;"Molido"
3095;376;170;1,00;5;"Opcional"
3096;376;273;1,00;5;"Semillas molidas"
3097;376;109;1,00;11;
3098;376;1;1,00;11;
3099;376;108;1,00;8;"Para espolvorear"
3100;377;44;2,00;31;"Al estilo chino"
3101;377;25;1,00;10;"Picado fino"
3102;377;220;3,00;7;"Pequeños, picado fino"
3103;377;133;150,00;3;"Pequeños, en tajadas"
3104;377;163;0,50;7;"En cubitos"
3105;377;18;0,50;1;
3106;377;169;1,00;7;"Picada fino"
3107;377;117;3,00;2;
3108;377;84;15,00;20;"Thailandesa o dulce o común"
3109;377;212;2,00;2;"O de maíz"
3110;378;183;1,00;4;
3111;378;25;5,00;10;"En trozos grandes"
3112;378;107;2,00;2;"Picado fino"
3113;378;138;2,00;18;"Tostado"
3114;378;11;100,00;3;
3115;378;273;1,00;1;"Semillas"
3116;378;108;1,00;1;"Picante"
3117;378;4;1,00;2;
3118;378;348;1,00;15;
3119;378;2;1,00;11;
3121;378;396;1,00;31;
3122;379;133;400,00;3;"Cortados en láminas"
3123;379;25;1,00;10;"Machacado"
3124;379;1;1,00;11;
3125;379;2;1,00;11;
3126;379;320;1,00;5;"En polvo. Opcional"
3127;379;170;1,00;5;
3128;379;4;3,00;2;
3129;379;248;1,00;2;
3130;379;262;1,00;2;"Picado fino. Perejil finamente picado: 1 cda."
3131;380;269;1,00;7;
3132;380;1;0,50;2;
3133;380;3;2,00;2;
3134;380;267;500,00;3;"En rebanadas finas"
3135;380;25;2,00;10;"Picados"
3136;380;220;1,00;7;"Rojo"
3137;380;397;2,00;2;
3138;380;79;1,00;2;
3139;380;12;0,30;6;
3140;380;78;20,00;20;
3141;381;154;750,00;3;"En tiritas finas"
3142;381;234;4,00;7;"En rodajas finas. Cebolla de verdeo"
3143;381;25;2,00;10;"Picado fino"
3144;381;48;1,00;1;"Rallado o picado, Opcional"
3145;381;1;1,00;1;
3146;381;12;5,00;2;"Caliente"
3147;381;109;1,00;11;
3148;381;10;3,00;7;"Ligeramente baidos"
3149;381;212;4,00;2;"Aceite de maíz"
3150;382;13;4,00;7;
3152;382;398;250,00;3;
3153;382;56;0,50;1;"O de naranja"
3154;384;315;4,00;7;"Maduros, blancos o cristalinos"
3155;384;18;3,00;2;
3156;384;300;2,00;1;
3157;384;78;1,00;8;"Para decorar, opcional"
3158;385;315;4,00;7;"En mitades, cortados gruesamente"
3159;385;54;100,00;3;
3160;385;18;3,00;2;
3162;385;399;2,00;2;"Jerez"
3163;385;13;1,00;7;
3164;385;1;1,00;5;
3165;385;364;8,00;7;"Para decorar, opcional"
3166;386;41;8,00;7;"Bien escurridos"
3167;386;53;0,75;6;"Picadas"
3169;386;400;8,00;2;"De duraznos"
3170;386;11;2,00;2;"Ablandada a temp. Ambiente"
3171;387;3;3,00;2;
3172;387;99;1,00;7;"Picada"
3173;387;153;1,00;7;"Picada"
3174;387;61;1,00;7;"Picado"
3176;387;401;2,00;7;"Cortados en cubos"
3177;387;271;3,00;7;"En trozos chicos"
3178;387;110;2,00;7;"Peladas, en cubos"
3179;387;315;4,00;7;"Duros, en cubos"
3180;387;44;0,50;6;
3181;387;12;0,50;6;
3182;387;1;1,00;11;
3183;387;43;1,00;5;
3184;388;41;1,00;16;"Bajas calorías"
3185;388;21;0,50;15;"Descremada"
3186;388;10;4,00;7;
3187;388;15;1,00;1;
3188;388;75;150,00;3;"En polvo"
3189;388;74;40,00;3;"Sin sabor"
3190;388;11;1,00;28;"Para el molde"
3192;389;80;12,00;7;
3193;389;239;1,00;6;"Dulce de leche"
3195;389;402;2,00;7;"Comprados"
3196;389;323;2,00;6;
3198;389;403;1,00;8;"Para decorar"
3199;390;140;350,00;9;
3200;390;216;1,00;4;
3201;390;251;5,00;7;"Exprimidas. Limón pequeño"
3202;390;219;0,50;6;
3203;390;262;0,00;2;"Picado. Perejil"
3204;390;1;1,00;11;
3205;390;109;1,00;11;
3206;391;21;3,00;2;
3207;391;180;0,50;1;"Cúrcuma"
3208;391;207;2,00;7;
3210;391;404;1,00;1;"Comino"
3211;391;12;3,00;6;
3212;391;316;2,50;6;
3213;391;53;4,00;2;"Decoración"
3214;391;262;4,00;20;"Decoración. Perejil"
3215;392;223;12,00;7;"De horno"
3216;392;63;400,00;3;
3217;392;157;3,00;27;
3218;392;100;100,00;3;
3219;392;107;2,00;1;"Picado fino"
3220;392;108;1,00;1;"Dulce"
3221;392;7;1,00;2;
3222;392;3;1,00;2;"Para la placa"
3223;393;44;2,00;6;
3224;393;11;3,00;2;"Clarificada. Aceite"
3225;393;12;0,50;15;
3226;393;77;0,25;15;
3227;393;1;2,00;1;
3228;393;67;2,00;1;"Rallada"
3229;393;48;1,00;2;"Fresco, rallado"
3230;393;24;1,00;2;
3231;393;163;0,50;7;"Picado fino"
3232;393;84;1,00;8;"Decoración"
3233;394;342;4,00;7;
3235;394;405;85,00;3;
3236;394;12;1,00;6;"Hirviendo"
3237;394;18;1,00;2;
3238;394;38;8,00;2;
3239;395;257;400,00;3;"Recién cocidos, al dente"
3240;395;216;400,00;3;
3241;395;152;2,00;7;"Sin semillas ni nervaduras"
3242;395;25;3,00;10;"Picado fino"
3243;395;219;250,00;3;
3244;395;94;1,00;31;
3245;395;4;4,00;2;
3246;395;11;50,00;3;
3247;395;1;1,00;11;
3248;395;109;1,00;11;
3249;396;203;4,00;7;"Lomo, no muy gruesos"
3250;396;116;4,00;26;"Tipo york"
3251;396;10;2,00;7;
3252;396;99;1,00;7;"Picada fina"
3253;396;107;2,00;2;"Picado"
3254;396;89;1,00;18;"Descortezado"
3255;396;21;0,30;6;
3256;396;7;0,30;6;
3257;396;147;50,00;3;"Picado fino"
3258;396;57;0,50;6;
3259;396;11;1,00;2;
3260;396;1;1,00;11;
3261;396;109;1,00;11;
3262;397;257;400,00;3;
3263;397;182;500,00;3;
3264;397;138;3,00;18;"Sin los bordes, en cubitos"
3265;397;25;4,00;10;
3266;397;107;1,00;2;"Picado"
3267;397;219;400,00;3;
3268;397;4;5,00;2;
3269;397;109;1,00;11;
3270;397;1;1,00;11;
3271;397;101;1,00;11;
3279;399;381;100,00;3;
3280;399;7;200,00;3;
3281;399;82;100,00;3;"Fina"
3282;399;10;4,00;7;
3283;399;4;1,00;2;
3284;399;7;1,00;8;"Para espolvorear"
3285;400;25;8,00;7;
3286;400;84;3,00;2;"Picada"
3287;400;11;2,00;2;"Ablandada a temp. Ambiente"
3288;400;256;2,50;2;"Rallado"
3289;400;1;1,00;11;
3290;400;2;1,00;11;
3291;400;4;6,00;2;
3292;400;99;1,50;2;"Rallada"
3293;400;186;500,00;3;"Picados con su jugo"
3294;400;166;1,00;20;
3295;400;94;0,25;6;
3296;401;110;750,00;3;"Hervidas, calientes"
3297;401;84;6,00;20;"En tiritas, con tijera"
3298;401;21;100,00;9;"Caliente. Descremada"
3299;401;93;4,00;7;"Hidratados, picados"
3300;401;144;50,00;3;"Picado grueso"
3301;401;4;60,00;9;
3302;401;1;1,00;11;
3303;401;2;1,00;11;
3304;402;11;15,00;3;
3305;402;21;300,00;9;"Tibia"
3306;402;7;15,00;3;
3307;402;133;150,00;3;"En rebanadas"
3308;402;35;250,00;3;
3309;402;230;1,00;30;
3310;402;116;70,00;3;
3311;402;63;150,00;3;
3313;402;406;400,00;3;"O cualquier pasta sin relleno"
3314;402;2;1,00;11;"Nuez moscada"
3315;402;1;1,00;11;
3316;403;257;500,00;3;
3317;403;11;25,00;3;
3318;403;35;200,00;3;
3319;403;1;1,00;11;
3320;403;67;1,00;5;
3321;403;2;1,00;11;
3322;403;25;1,00;10;"Machacado"
3323;403;84;10,00;20;
3324;403;29;1,00;8;
3326;404;407;250,00;3;
3327;404;3;0,75;6;
3328;405;93;75,00;3;"En aceite"
3329;405;146;2,00;2;"Pelados. Nueces"
3330;405;25;1,00;10;"Grande, cortado en cuatro"
3331;405;4;10,00;2;
3332;405;29;40,00;3;"Rallado"
3333;405;109;1,00;11;
3334;405;1;1,00;11;
3335;405;257;500,00;3;"Recién cocidos, calientes"
3336;406;93;300,00;3;
3337;406;144;100,00;3;"Sin hueso"
3338;406;4;2,00;2;
3339;406;231;0,30;6;
3340;406;29;50,00;3;"Rallado"
3341;407;97;4,00;7;"Sin hueso ni piel"
3342;407;77;0,50;6;"Marinada"
3343;407;109;1,00;1;"Marinada"
3344;407;108;1,00;1;"Dulce. Marinada"
3345;407;25;3,00;10;"Marinada"
3346;407;4;2,00;2;"Marinada"
3347;407;1;1,00;11;"Marinada"
3348;408;257;500,00;3;"Recién cocidos, bien calientes"
3349;408;191;12,00;7;"Peladas, picadas grueso"
3350;408;121;1,00;6;"Las hojas"
3351;408;25;2,00;10;
3352;408;4;4,00;2;
3353;408;29;1,00;8;"Para acompañar"
3354;409;257;500,00;3;"Cocidos, calientes"
3355;409;4;5,00;2;
3356;409;62;1,50;1;
3357;409;25;2,00;10;"Picado fino"
3358;409;220;0,25;7;"Picado fino"
3359;409;1;1,00;11;
3360;409;109;1,00;11;
3361;409;162;1,00;8;"Para acompañar"
3363;410;408;4,00;2;"Vinagreta"
3364;410;1;1,00;11;"Vinagreta"
3365;410;109;1,00;11;"Vinagreta"
3366;410;18;0,50;1;"Vinagreta"
3367;410;352;2,00;2;"Vinagreta"
3368;410;4;0,50;6;"Vinagreta"
3369;410;121;250,00;3;
3370;410;309;10,00;7;"Pequeñas, cocidas y peladas"
3371;410;84;4,00;20;"Decoración"
3372;411;154;1,00;7;"mediano"
3373;411;16;2,00;7;
3374;411;163;2,00;7;
3375;411;99;1,00;7;
3376;411;28;0,50;7;"Exprimido"
3377;411;35;2,00;2;"Aceite de oliva"
3378;411;28;1,00;7;"En gajos. Decoración"
3379;411;204;2,00;2;"Picado. Decoración. Verdeo"
3380;412;110;1,00;4;"Pequeñas o mediana de tamaño uniforme"
3381;412;1;1,00;11;
3382;412;3;1,00;8;"Para untar la asadera"
3383;413;97;2,00;7;"En trocitos, cocidas"
3384;413;216;250,00;3;
3385;413;211;250,00;3;"Molida o picada grueso. Vacuna"
3386;413;212;2,00;2;"De maíz"
3387;413;154;3,00;6;"En tiritas"
3389;413;409;150,00;3;"Cortadas en rebanadas diagonales"
3390;413;151;2,00;25;"Cortados en rebanadas diagonales"
3391;413;99;2,00;7;"Pequeñas, picadas"
3392;413;153;1,00;7;"Grande, picada grueso"
3393;413;179;1,00;6;"De verduras"
3394;413;15;2,00;1;
3395;413;117;1,00;2;
3396;413;1;1,00;11;
3398;413;410;150,00;3;"En tajadas finas. Palmitos"
3399;413;109;1,00;11;
3400;414;16;4,00;7;"Grandes, peladas y ralladas grueso"
3401;414;13;4,00;7;
3402;414;18;4,00;2;
3403;414;191;4,00;7;"Peladas y cortadas en cuartos. Decoración"
3405;415;10;4,00;7;
3406;415;16;1,00;7;"Grande o 2 chicas"
3407;415;28;0,50;2;"Exprimido"
3408;415;18;100,00;3;
3409;415;396;2,00;2;"Ron"
3410;415;11;4,00;2;
3411;415;1;1,00;5;"Para batir los huevos"
3412;415;43;1,00;5;
3413;176;287;250,00;3;"Negro"
3414;176;284;2,00;24;"Licor de naranja"
3415;176;285;2,00;7;
3416;176;10;5,00;7;
3417;176;70;1,00;7;
3418;416;54;1,00;4;
3419;416;411;120,00;3;"De Foi"
3420;416;169;0,50;6;"La parte verde, picada fino. Cebollín"
3421;416;84;0,30;6;"Picada fino"
3424;416;412;1,00;7;"Picado fino"
3425;416;369;0,50;6;"Picados fino. Pepinitos"
3426;416;4;2,00;2;"Para el condimento"
3427;416;212;2,00;2;"Para el condimento. De girasol"
3428;416;248;1,00;2;"Para el condimento"
3429;416;117;1,00;2;"Para el condimento"
3430;416;224;0,50;1;"Para el condimento"
3431;416;108;2,00;1;"Dulce. Para el condimento"
3432;416;2;0,30;1;"Para el condimento"
3433;416;1;1,00;11;
3434;417;11;70,00;3;"A temp. Ambiente"
3435;417;38;1,00;6;
3436;417;10;1,00;7;
3437;417;70;0,25;6;"Exprimida"
3438;417;71;1,00;7;
3439;417;9;2,25;6;
3440;417;1;1,00;5;
3441;417;43;1,00;1;
3442;417;67;0,25;1;
3443;417;191;3,00;2;"Opcional. Picadas"
3444;417;286;2,00;1;
3445;417;11;1,00;8;"Para untar el molde"
3446;417;7;1,00;8;"Para el molde"
3447;418;13;2,00;7;"Grandes a temp. Ambiente"
3448;418;91;300,00;3;"Cernida"
3449;418;28;1,00;2;"Exprimido"
3450;418;12;0,50;6;"Hirviendo"
